name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Trabzonspor,Turkey,51.0,,,51.0,,41.0,51.0,51.0,,,,,51.0,,,51.0,40.0,51.0,51.0,51.0,,3.38,,
Kasimpasa,Turkey,34.0,,,,,101.0,67.0,,,,,,51.0,,,34.0,50.0,36.0,36.0,41.0,,3.38,,
Eskisehirspor,Turkey,151.0,,,67.0,,67.0,67.0,67.0,,,,,51.0,,,101.0,120.0,201.0,,126.0,,3.38,,
Genclerbirligi,Turkey,201.0,,,,,201.0,67.0,,,,,,126.0,,,201.0,200.0,201.0,,201.0,,3.38,,
Kayserispor,Turkey,201.0,,,,,81.0,51.0,,,,,,101.0,,,151.0,150.0,201.0,,151.0,,3.38,,
Rizespor,Turkey,201.0,,,,,251.0,251.0,,,,,,201.0,,,201.0,200.0,,,201.0,,3.38,,
Antalyaspor,Turkey,251.0,,,,,201.0,101.0,,,,,,126.0,,,251.0,250.0,301.0,,251.0,,3.38,,
Sivasspor,Turkey,251.0,,,,,201.0,67.0,,,,,,151.0,,,251.0,250.0,301.0,,251.0,,3.38,,
Erciyesspor,Turkey,301.0,,,,,351.0,251.0,,,,,,251.0,,,251.0,250.0,,,301.0,,3.38,,
Karabukspor,Turkey,251.0,,,,,501.0,151.0,,,,,,301.0,,,251.0,250.0,301.0,,301.0,,3.38,,
Konyaspor,Turkey,351.0,,,,,501.0,251.0,,,,,,251.0,,,251.0,250.0,,,301.0,,3.38,,
Gaziantepspor,Turkey,751.0,,,,,251.0,101.0,,,,,,251.0,,,251.0,500.0,801.0,,601.0,,3.38,,
Akhisar,Turkey,501.0,,,,,1001.0,251.0,,,,,,751.0,,,501.0,500.0,801.0,,601.0,,3.38,,
Elazigspor,Turkey,251.0,,,,,1001.0,251.0,,,,,,251.0,,,251.0,300.0,301.0,,301.0,,3.38,,
Cruzeiro,Brazil,1.73,,,,,,,,,,,,,,,,2.2,1.65,,,,1.15,,
Botafogo RJ,Brazil,4.33,,,,,,,,,,,,,,,,4.5,4.5,,,,3.94,,
Gremio,Brazil,8.0,,,,,,,,,,,,,,,,5.0,8.0,,,,3.94,,
Atletico PR,Brazil,15.0,,,,,,,,,,,,,,,,12.0,15.0,,,,14.3,,
Internacional RS,Brazil,17.0,,,,,,,,,,,,,,,,15.0,17.0,,,,5.27,,
Corinthians SP,Brazil,17.0,,,,,,,,,,,,,,,,15.0,17.0,,,,6.7,,
Santos SP,Brazil,41.0,,,,,,,,,,,,,,,,40.0,41.0,,,,29.0,,
Flamengo,Brazil,,,,,,,,,,,,,,,,,45.0,,,,,81.0,,
Vitoria,Brazil,,,,,,,,,,,,,,,,,50.0,,,,,62.0,,
Coritiba,Brazil,51.0,,,,,,,,,,,,,,,,50.0,51.0,,,,28.0,,
Bahia,Brazil,,,,,,,,,,,,,,,,,60.0,,,,,76.0,,
Sao Paulo,Brazil,,,,,,,,,,,,,,,,,80.0,,,,,52.0,,
Criciuma,Brazil,,,,,,,,,,,,,,,,,100.0,,,,,90.0,,
Atletico Mineiro,Brazil,81.0,,,,,,,,,,,,,,,,45.0,101.0,,,,67.0,,
Fluminense RJ,Brazil,201.0,,,,,,,,,,,,,,,,50.0,201.0,,,,48.0,,
Vasco da Gama,Brazil,251.0,,,,,,,,,,,,,,,,60.0,251.0,,,,21.0,,
Goias GO,Brazil,301.0,,,,,,,,,,,,,,,,40.0,301.0,,,,62.0,,
Nautico PE,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Ponte Preta,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Portuguesa,Brazil,,,,,,,,,,,,,,,,,,,,,,48.0,,
