name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
rio ave,Portugal,201.0,251.0,501.0,,501.0,251.0,,,,101.0,,,501.0,,201.0,,155.0,,101.0,101.0,101.0,95.0,,
academica,Portugal,751.0,751.0,751.0,,751.0,501.0,,,,301.0,,,751.0,,301.0,,451.0,,301.0,201.0,301.0,95.0,,
arouca,Portugal,751.0,501.0,751.0,,751.0,501.0,,,,201.0,,,751.0,,501.0,,401.0,,201.0,201.0,201.0,95.0,,
tondela,Portugal,1001.0,1001.0,1001.0,,1001.0,1001.0,,,,501.0,,,1001.0,,1001.0,,601.0,,501.0,501.0,501.0,95.0,,
u madeira,Portugal,1001.0,1001.0,1001.0,,1001.0,1001.0,,,,501.0,,,1001.0,,1001.0,,601.0,,501.0,501.0,501.0,95.0,,
vitoria setubal,Portugal,251.0,501.0,1001.0,,1001.0,251.0,,,,201.0,,,1001.0,,1001.0,,221.0,,201.0,151.0,201.0,95.0,,
chaves,Portugal,,,,,,,,,,,,,1001.0,,,,,,,,,,,
galatasaray,Turkey,,,,,,2.5,1.14,,2.62,2.5,,,,,,,,,2.5,2.6,2.5,,,
fenerbahce,Turkey,,,,,,2.5,5.0,,2.62,2.5,,,,,,,,,2.5,2.55,2.5,,,
trabzonspor,Turkey,,,,,,8.0,,,8.5,8.0,,,,,,,,,8.0,8.0,8.0,,,
kasimpasa,Turkey,,,,,,23.0,,,29.0,26.0,,,,,,,,,26.0,26.0,26.0,,,
besiktas,Turkey,,,,,,5.5,34.0,,6.25,6.0,,,,,,,,,6.0,6.0,6.0,,,
bursaspor,Turkey,,,,,,11.0,67.0,,12.0,11.0,,,,,,,,,11.0,12.0,11.0,,,
gaziantepspor,Turkey,,,,,,41.0,67.0,,41.0,36.0,,,,,,,,,36.0,41.0,36.0,,,
mersin i y,Turkey,,,,,,51.0,67.0,,51.0,51.0,,,,,,,,,51.0,51.0,51.0,,,
akhisar,Turkey,,,,,,81.0,101.0,,81.0,81.0,,,,,,,,,81.0,81.0,81.0,,,
eskisehirspor,Turkey,,,,,,101.0,67.0,,101.0,101.0,,,,,,,,,101.0,101.0,101.0,,,
genclerbirligi,Turkey,,,,,,41.0,101.0,,41.0,31.0,,,,,,,,,31.0,41.0,31.0,,,
sivasspor,Turkey,,,,,,81.0,101.0,,81.0,81.0,,,,,,,,,81.0,81.0,81.0,,,
istanbul bb,Turkey,,,,,,23.0,126.0,,23.0,21.0,,,,,,,,,21.0,21.0,21.0,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
kayserispor,Turkey,,,,,,151.0,,,151.0,151.0,,,,,,,,,151.0,151.0,151.0,,,
rizespor,Turkey,,,,,,101.0,151.0,,101.0,101.0,,,,,,,,,101.0,101.0,101.0,,,
antalyaspor,Turkey,,,,,,201.0,,,301.0,201.0,,,,,,,,,201.0,34.0,201.0,,,
osmanlispor,Turkey,,,,,,501.0,,,501.0,501.0,,,,,,,,,501.0,501.0,501.0,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,101.0,1001.0,,101.0,101.0,,,,,,,,,101.0,101.0,101.0,,,
